         3132994 function calls (3026944 primitive calls) in 45.850 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      156    0.000    0.000    0.001    0.000 utils.py:709(get_hashable_key)
      204    0.000    0.000    0.000    0.000 misc.py:97(key)
        4    0.000    0.000    0.034    0.009 boxing.py:466(unbox_array)
       13    0.000    0.000    0.170    0.013 untyped_passes.py:224(run_pass)
       59    0.000    0.000    0.003    0.000 module.py:215(_get_metadata_lines)
      296    0.000    0.000    0.000    0.000 ir_utils.py:1513(require)
      139    0.000    0.000    0.001    0.000 typeinfer.py:1113(propagate_refined_type)
       88    0.000    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
        9    0.000    0.000    0.012    0.001 npyimpl.py:128(create_iter_indices)
      131    0.000    0.000    0.018    0.000 context.py:354(incref)
        1    0.000    0.000    0.024    0.024 randomdecl.py:1(<module>)
      163    0.000    0.000    0.001    0.000 typeinfer.py:139(append)
       13    0.000    0.000    0.008    0.001 targetconfig.py:290(get_mangle_string)
      354    0.000    0.000    0.000    0.000 numpy_support.py:385(<genexpr>)
       13    0.000    0.000    0.002    0.000 compiler.py:378(_make_subtarget)
       54    0.000    0.000    0.001    0.000 models.py:496(traverse)
       18    0.000    0.000    0.344    0.019 codegen.py:732(add_llvm_module)
       13    0.000    0.000    0.003    0.000 byteflow.py:164(_prune_phis)
      356    0.000    0.000    0.000    0.000 abstract.py:474(key)
       43    0.000    0.000    0.001    0.000 byteflow.py:1412(fork)
       44    0.000    0.000    0.074    0.002 module.py:167(link_in)
      224    0.000    0.000    0.000    0.000 registry.py:38(target_context)
      278    0.000    0.000    0.000    0.000 instructions.py:344(<genexpr>)
      334    0.000    0.000    0.000    0.000 contextlib.py:530(__enter__)
       13    0.000    0.000    0.000    0.000 {built-in method zlib.compressobj}
       13    0.000    0.000    0.040    0.003 compiler.py:534(define_pipelines)
      168    0.000    0.000    0.001    0.000 extending.py:220(overload_method)
      241    0.000    0.000    0.000    0.000 byteflow.py:36(__init__)
       18    0.000    0.000    0.023    0.001 llvm_bindings.py:36(create_pass_manager_builder)
      300    0.000    0.000    0.000    0.000 {built-in method _abc.get_cache_token}
       13    0.000    0.000    0.000    0.000 cloudpickle_fast.py:600(__init__)
      173    0.000    0.000    0.000    0.000 pathlib.py:239(splitroot)
       19    0.000    0.000    0.018    0.001 value.py:155(linkage)
       79    0.000    0.000    0.002    0.000 typeinfer.py:1109(lock_type)
       27    0.000    0.000    0.008    0.000 lowering.py:784(_cast_var)
       22    0.000    0.000    0.060    0.003 arrayobj.py:72(_make_refs)
      142    0.000    0.000    0.001    0.000 values.py:615(__hash__)
      210    0.000    0.000    0.000    0.000 templates.py:1022(__init__)
      237    0.000    0.000    0.000    0.000 errors.py:211(termcolor)
       38    0.000    0.000    0.001    0.000 static_getitem.py:103(match)
       56    0.000    0.000    0.008    0.000 models.py:650(set)
       31    0.000    0.000    0.002    0.000 abstract.py:173(__call__)
      200    0.000    0.000    0.000    0.000 stride_tricks.py:25(_maybe_view_as_subclass)
      205    0.000    0.000    0.001    0.000 sre_parse.py:161(__len__)
       13    0.000    0.000    0.002    0.000 typed_passes.py:186(run_pass)
      334    0.000    0.000    0.000    0.000 targetconfig.py:252(_guard_option)
      238    0.000    0.000    0.000    0.000 lowering.py:718(<genexpr>)
      279    0.000    0.000    0.000    0.000 bytecode.py:254(label_marker)
       13    0.000    0.000    0.006    0.000 byteflow.py:1513(__init__)
      112    0.000    0.000    0.000    0.000 values.py:606(__eq__)
       77    0.000    0.000    0.000    0.000 enum.py:470(__setattr__)
       88    0.000    0.000    0.000    0.000 __init__.py:565(__init__)
       13    0.000    0.000    0.021    0.002 funcdesc.py:38(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
      300    0.000    0.000    0.000    0.000 misc.py:144(key)
      117    0.000    0.000    0.016    0.000 postproc.py:37(cfg)
      225    0.000    0.000    0.000    0.000 models.py:532(get_value_type)
       44    0.000    0.000    0.000    0.000 weakref.py:569(__init__)
      219    0.000    0.000    0.000    0.000 contextlib.py:420(__init__)
      348    0.000    0.000    0.000    0.000 byteflow.py:1229(get_identity)
      105    0.000    0.000    0.001    0.000 threading.py:267(__exit__)
      238    0.000    0.000    0.000    0.000 npydecl.py:66(<genexpr>)
      154    0.000    0.000    0.000    0.000 packer.py:140(_flatten)
       26    0.000    0.000    0.001    0.000 feedparser.py:139(__init__)
       48    0.000    0.000    0.000    0.000 dispatcher.py:721(__repr__)
       78    0.000    0.000    0.003    0.000 extending.py:323(__init__)
      325    0.000    0.000    0.000    0.000 compiler_machinery.py:76(run_initialization)
      107    0.000    0.000    0.000    0.000 types.py:518(gep)
       86    0.000    0.000    0.001    0.000 setdecl.py:168(generic)
       57    0.000    0.000    0.121    0.002 feedparser.py:173(feed)
       17    0.000    0.000    0.001    0.000 sre_compile.py:560(_compile_info)
      203    0.000    0.000    0.000    0.000 fromnumeric.py:3117(_ndim_dispatcher)
       37    0.000    0.000    0.001    0.000 numpy_support.py:232(select_array_wrapper)
      325    0.000    0.000    0.000    0.000 compiler_machinery.py:91(run_finalizer)
       28    0.000    0.000    0.038    0.001 types.py:48(get_abi_size)
        1    0.000    0.000    0.006    0.006 mathdecl.py:1(<module>)
       40    0.000    0.000    0.012    0.000 cgutils.py:149(__getattr__)
       64    0.000    0.000    0.001    0.000 functions.py:274(get_impl_key)
      270    0.000    0.000    0.000    0.000 types.py:70(wrap_constant_value)
       26    0.000    0.000    0.001    0.000 _adapters.py:30(__new__)
      104    0.000    0.000    0.000    0.000 threading.py:273(_release_save)
       96    0.000    0.000    0.001    0.000 copyreg.py:100(__newobj__)
    34/20    0.000    0.000    0.018    0.001 cgutils.py:646(_loop_nest)
       38    0.000    0.000    0.001    0.000 static_binop.py:14(match)
       13    0.000    0.000    0.001    0.000 {function CloudPickler.dump at 0x7f3e4bac91b0}
      124    0.000    0.000    0.000    0.000 __init__.py:912(__init__)
    13/12    0.000    0.000    1.056    0.088 typeinfer.py:1067(propagate)
      197    0.000    0.000    0.000    0.000 templates.py:54(recvr)
        2    0.000    0.000    0.028    0.014 numbers.py:1(<module>)
      221    0.000    0.000    0.244    0.001 entrypoints.py:23(init_all)
       23    0.000    0.000    0.028    0.001 lowering.py:1492(alloca_lltype)
       86    0.000    0.000    0.003    0.000 ssa.py:331(on_other)
       76    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       76    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
       95    0.000    0.000    0.008    0.000 builder.py:588(icmp_unsigned)
       19    0.000    0.000    0.005    0.000 module.py:79(get_function)
       31    0.000    0.000    0.005    0.000 module.py:124(name)
       10    0.000    0.000    0.057    0.006 pythonapi.py:1390(to_native_value)
       13    0.000    0.000    0.001    0.000 byteflow.py:172(get_used_phis_per_state)
      235    0.000    0.000    0.000    0.000 utils.py:238(top)
      108    0.000    0.000    0.026    0.000 models.py:497(getter)
      105    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
       13    0.000    0.000    0.015    0.001 codegen.py:1259(_check_llvm_bugs)
       73    0.000    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:1089(path_stats)
      350    0.000    0.000    0.000    0.000 {built-in method io.text_encoding}
       73    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:542(_check_name_wrapper)
       13    0.000    0.000    0.035    0.003 compiler.py:557(define_nopython_pipeline)
        6    0.000    0.000    0.005    0.001 pythonapi.py:620(number_float)
       54    0.000    0.000    0.003    0.000 base.py:65(_best_signature)
       76    0.000    0.000    0.040    0.001 <frozen importlib._bootstrap_external>:1431(find_spec)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       13    0.000    0.000    0.001    0.000 executionengine.py:171(_raw_object_cache_notify)
        1    0.000    0.000    0.005    0.005 npyimpl.py:544(_register_ufuncs)
      242    0.000    0.000    0.001    0.000 ufunc_db.py:18(_lazy_init_db)
       90    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:968(_sanity_check)
     13/2    0.000    0.000    9.113    4.557 compiler.py:446(compile_extra)
       26    0.000    0.000    0.013    0.000 _adapters.py:42(_repair_headers)
       18    0.000    0.000    0.002    0.000 transforms.py:25(opt_level)
        1    0.000    0.000    0.131    0.131 charseq.py:1(<module>)
       13    0.000    0.000    0.045    0.003 ssa.py:145(_find_defs_violators)
       26    0.000    0.000    1.749    0.067 passmanagers.py:206(run)
       13    0.000    0.000    0.002    0.000 ir.py:1453(copy)
       40    0.000    0.000    0.001    0.000 builtins.py:939(generic)
       13    0.000    0.000    0.022    0.002 pythonapi.py:287(err_set_string)
       22    0.000    0.000    0.003    0.000 arrayobj.py:58(make_array)
       41    0.000    0.000    0.005    0.000 module.py:76(_dispose)
      238    0.000    0.000    0.000    0.000 npydecl.py:62(<genexpr>)
       72    0.000    0.000    0.001    0.000 listdecl.py:152(generic)
       40    0.000    0.000    0.001    0.000 typeinfer.py:1378(get_state_token)
      307    0.000    0.000    0.000    0.000 inspect.py:2999(parameters)
       13    0.000    0.000    0.002    0.000 cloudpickle_fast.py:566(dump)
       18    0.000    0.000    0.005    0.000 module.py:145(data_layout)
        1    0.000    0.000    0.006    0.006 linalg.py:1(<module>)
       19    0.000    0.000    0.039    0.002 pprint.py:469(_pprint_default_dict)
      200    0.000    0.000    0.000    0.000 containers.py:243(key)
      285    0.000    0.000    0.000    0.000 value.py:123(is_function)
       13    0.000    0.000    0.003    0.000 controlflow.py:556(_find_post_dominators)
       55    0.000    0.000    0.001    0.000 ir.py:981(__str__)
       44    0.000    0.000    0.001    0.000 decorators.py:184(_jit)
      238    0.000    0.000    0.000    0.000 npydecl.py:118(<genexpr>)
       74    0.000    0.000    0.001    0.000 setdecl.py:157(generic)
       52    0.000    0.000    0.003    0.000 templates.py:85(__hash__)
       19    0.000    0.000    0.024    0.001 value.py:151(linkage)
       28    0.000    0.000    0.038    0.001 base.py:1100(get_abi_sizeof)
       30    0.000    0.000    0.003    0.000 builder.py:629(select)
       18    0.000    0.000    0.001    0.000 transforms.py:293(has_multiple_backedges)
       26    0.000    0.000    0.001    0.000 feedparser.py:70(close)
      200    0.000    0.000    0.000    0.000 {method '__exit__' of 'numpy.nditer' objects}
       80    0.000    0.000    0.001    0.000 extending.py:366(__repr__)
       19    0.000    0.000    0.001    0.000 ir.py:523(cast)
      205    0.000    0.000    0.000    0.000 {built-in method _operator.index}
       61    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
       35    0.000    0.000    0.005    0.000 __init__.py:903(<genexpr>)
       37    0.000    0.000    0.001    0.000 typeinfer.py:1482(typeof_arg)
       17    0.000    0.000    0.019    0.001 sre_compile.py:783(compile)
      324    0.000    0.000    0.000    0.000 byteflow.py:1555(<genexpr>)
      171    0.000    0.000    0.001    0.000 overload_glue.py:102(inner)
      169    0.000    0.000    0.000    0.000 ir.py:577(<genexpr>)
       37    0.000    0.000    0.001    0.000 ir_utils.py:349(replace_var_callback)
       40    0.000    0.000    0.000    0.000 typeinfer.py:1382(<listcomp>)
       39    0.000    0.000    0.000    0.000 models.py:346(has_nrt_meminfo)
       97    0.000    0.000    0.003    0.000 typeinfer.py:105(union)
      279    0.000    0.000    0.000    0.000 byteflow.py:1297(has_terminated)
      180    0.000    0.000    0.000    0.000 itanium_mangler.py:75(<genexpr>)
      161    0.000    0.000    0.000    0.000 values.py:950(entry_basic_block)
        8    0.000    0.000    0.001    0.000 numbers.py:592(real_mul_impl)
      128    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
       17    0.000    0.000    0.002    0.000 instructions.py:551(descr)
       70    0.000    0.000    0.000    0.000 enum.py:44(_is_private)
       13    0.000    0.000    0.002    0.000 controlflow.py:442(_find_immediate_dominators)
       79    0.000    0.000    0.001    0.000 typeinfer.py:82(lock)
       12    0.000    0.000    0.005    0.000 npyimpl.py:68(__init__)
       61    0.000    0.000    0.000    0.000 ir.py:63(__str__)
       67    0.000    0.000    0.000    0.000 ir_utils.py:1850(is_operator_or_getitem)
      317    0.000    0.000    0.000    0.000 byteflow.py:1536(backbone)
       45    0.000    0.000    0.001    0.000 interpreter.py:1698(insert_block)
       87    0.000    0.000    0.000    0.000 compiler_machinery.py:386(walk)
       26    0.000    0.000    0.002    0.000 base.py:466(get_argument_type)
      203    0.000    0.000    0.000    0.000 function_base.py:18(_linspace_dispatcher)
      208    0.000    0.000    0.000    0.000 threading.py:1145(ident)
       25    0.000    0.000    0.002    0.000 byteflow.py:337(op_LOAD_CONST)
       52    0.000    0.000    0.009    0.000 overload_glue.py:286(glue_typing)
    35/30    0.000    0.000    0.112    0.004 consts.py:56(_do_infer)
      105    0.000    0.000    0.000    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
       25    0.000    0.000    0.001    0.000 imputils.py:173(fix_returning_optional)
       52    0.000    0.000    0.000    0.000 overload_glue.py:267(add_no_defer)
      161    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
       21    0.000    0.000    0.016    0.001 pythonapi.py:1371(serialize_object)
       19    0.000    0.000    0.030    0.002 callconv.py:400(return_user_exc)
